BRANCH_NAME,CUSTOMER_CLASS,year,month,Amount,Accounts,BRANCH_NAME_En,CBU
صامطة واحد المسارحة,COM,2023,7,10011.23,18,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,COM,2023,8,40186.45,24,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,COM,2023,9,13317.23,21,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,COM,2023,10,7555.08,16,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,COM,2023,11,13146.35,25,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,COM,2023,12,11025.44,18,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,1,360942.70,338,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,3,756657.26,176,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,7,589.77,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,8,509.86,10,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,10,686742.46,152,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,11,489418.06,144,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,GOVT,2023,12,1470889.27,269,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,1,856755.64,6815,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,2,718232.34,6360,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,3,837422.59,7238,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,4,848279.89,6971,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,5,986027.57,7407,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,6,917679.27,7377,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,7,893790.10,7066,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,8,1285001.43,7753,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,9,1041777.78,7298,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,10,1031188.66,7774,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,11,1024066.74,8141,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,RES,2023,12,847657.28,7782,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,1,16485.07,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,2,15883.63,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,4,32074.03,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,5,14067.20,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,6,16242.88,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,7,16602.12,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,8,17215.67,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,9,26116.16,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,10,37559.63,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,11,36938.01,1,Samtah Ahad Al Masarihah,JZBU
صامطة واحد المسارحة,TANKER,2023,12,35198.28,1,Samtah Ahad Al Masarihah,JZBU
صبيا,COM,2023,1,10208.85,5,Sabya,JZBU
صبيا,COM,2023,2,20974.61,10,Sabya,JZBU
صبيا,COM,2023,3,6736.61,7,Sabya,JZBU
صبيا,COM,2023,4,6706.31,7,Sabya,JZBU
صبيا,COM,2023,5,15145.55,8,Sabya,JZBU
صبيا,COM,2023,6,91074.78,10,Sabya,JZBU
صبيا,COM,2023,7,57874.97,10,Sabya,JZBU
صبيا,COM,2023,8,42103.56,14,Sabya,JZBU
صبيا,COM,2023,9,6495.57,12,Sabya,JZBU
صبيا,COM,2023,10,47207.45,12,Sabya,JZBU
صبيا,COM,2023,11,30607.73,10,Sabya,JZBU
صبيا,COM,2023,12,14504.71,10,Sabya,JZBU
صبيا,GOVT,2023,1,93449.04,420,Sabya,JZBU
صبيا,GOVT,2023,3,5080.24,61,Sabya,JZBU
صبيا,GOVT,2023,4,17.65,1,Sabya,JZBU
صبيا,GOVT,2023,6,52300.00,2,Sabya,JZBU
صبيا,GOVT,2023,7,17.83,1,Sabya,JZBU
صبيا,GOVT,2023,8,1126240.58,97,Sabya,JZBU
صبيا,GOVT,2023,10,206407.50,95,Sabya,JZBU
صبيا,GOVT,2023,11,208418.51,19,Sabya,JZBU
صبيا,GOVT,2023,12,367083.46,201,Sabya,JZBU
صبيا,RES,2023,1,390696.29,2213,Sabya,JZBU
صبيا,RES,2023,2,524310.12,2135,Sabya,JZBU
صبيا,RES,2023,3,586213.79,2415,Sabya,JZBU
صبيا,RES,2023,4,386603.33,2325,Sabya,JZBU
صبيا,RES,2023,5,606496.61,2494,Sabya,JZBU
صبيا,RES,2023,6,521901.32,2512,Sabya,JZBU
صبيا,RES,2023,7,485209.03,2441,Sabya,JZBU
صبيا,RES,2023,8,629785.46,2565,Sabya,JZBU
صبيا,RES,2023,9,566361.86,2472,Sabya,JZBU
صبيا,RES,2023,10,566453.70,2700,Sabya,JZBU
صبيا,RES,2023,11,558824.60,2748,Sabya,JZBU
صبيا,RES,2023,12,528985.27,2785,Sabya,JZBU
صبيا,TANKER,2023,1,31718.82,1,Sabya,JZBU
صبيا,TANKER,2023,2,60967.30,1,Sabya,JZBU
صبيا,TANKER,2023,3,35178.10,1,Sabya,JZBU
صبيا,TANKER,2023,4,37676.69,1,Sabya,JZBU
صبيا,TANKER,2023,5,35452.58,1,Sabya,JZBU
صبيا,TANKER,2023,6,45455.03,1,Sabya,JZBU
صبيا,TANKER,2023,7,61391.13,1,Sabya,JZBU
صبيا,TANKER,2023,8,72455.18,1,Sabya,JZBU
صبيا,TANKER,2023,9,81480.79,1,Sabya,JZBU
صبيا,TANKER,2023,10,66715.27,1,Sabya,JZBU
صبيا,TANKER,2023,11,60422.37,1,Sabya,JZBU
صبيا,TANKER,2023,12,55009.42,1,Sabya,JZBU
ضمد,COM,2023,1,1070.80,6,Damad,JZBU
ضمد,COM,2023,2,1534.55,6,Damad,JZBU
ضمد,COM,2023,3,10806.91,8,Damad,JZBU
ضمد,COM,2023,4,1954.03,4,Damad,JZBU
ضمد,COM,2023,5,1121.14,6,Damad,JZBU
ضمد,COM,2023,6,2176.96,7,Damad,JZBU
ضمد,COM,2023,7,2174.43,7,Damad,JZBU
ضمد,COM,2023,8,729.89,6,Damad,JZBU
ضمد,COM,2023,9,3788.52,8,Damad,JZBU
ضمد,COM,2023,10,5913.91,7,Damad,JZBU
ضمد,COM,2023,11,4922.93,6,Damad,JZBU
ضمد,COM,2023,12,3826.20,7,Damad,JZBU
ضمد,GOVT,2023,1,107312.09,338,Damad,JZBU
ضمد,GOVT,2023,3,12098.20,53,Damad,JZBU
ضمد,GOVT,2023,8,385129.36,58,Damad,JZBU
ضمد,GOVT,2023,10,139533.27,59,Damad,JZBU
ضمد,GOVT,2023,11,57759.65,20,Damad,JZBU
ضمد,GOVT,2023,12,98776.69,105,Damad,JZBU
ضمد,RES,2023,1,199576.18,2583,Damad,JZBU
ضمد,RES,2023,2,190706.87,2312,Damad,JZBU
ضمد,RES,2023,3,225061.36,2712,Damad,JZBU
ضمد,RES,2023,4,184511.02,2571,Damad,JZBU
ضمد,RES,2023,5,257087.90,2742,Damad,JZBU
ضمد,RES,2023,6,228609.23,2732,Damad,JZBU
ضمد,RES,2023,7,223941.67,2686,Damad,JZBU
ضمد,RES,2023,8,266881.02,2736,Damad,JZBU
ضمد,RES,2023,9,287439.50,2660,Damad,JZBU
ضمد,RES,2023,10,271632.21,2847,Damad,JZBU
ضمد,RES,2023,11,211759.04,2787,Damad,JZBU
ضمد,RES,2023,12,246904.97,2855,Damad,JZBU
ظهران الجنوب,RES,2023,12,24725.00,1,DHAHRAN ALJANOUB,AS
فرسان,COM,2023,1,19334.97,21,Farasan,JZBU
فرسان,COM,2023,2,22808.37,19,Farasan,JZBU
فرسان,COM,2023,3,12554.40,25,Farasan,JZBU
فرسان,COM,2023,4,13688.65,18,Farasan,JZBU
فرسان,COM,2023,5,7035.20,27,Farasan,JZBU
فرسان,COM,2023,6,5026.68,16,Farasan,JZBU
فرسان,COM,2023,7,9074.65,25,Farasan,JZBU
فرسان,COM,2023,8,215128.60,32,Farasan,JZBU
فرسان,COM,2023,9,44726.72,20,Farasan,JZBU
فرسان,COM,2023,10,122360.17,35,Farasan,JZBU
فرسان,COM,2023,11,32795.83,26,Farasan,JZBU
فرسان,COM,2023,12,8395.39,22,Farasan,JZBU
فرسان,GOVT,2023,1,123466.01,320,Farasan,JZBU
فرسان,GOVT,2023,3,182375.83,67,Farasan,JZBU
فرسان,GOVT,2023,7,2826.58,3,Farasan,JZBU
فرسان,GOVT,2023,8,5810.05,13,Farasan,JZBU
فرسان,GOVT,2023,9,299874.11,145,Farasan,JZBU
فرسان,GOVT,2023,10,225515.47,38,Farasan,JZBU
فرسان,GOVT,2023,11,344434.45,103,Farasan,JZBU
فرسان,GOVT,2023,12,150610.09,72,Farasan,JZBU
فرسان,RES,2023,1,89460.59,1227,Farasan,JZBU
فرسان,RES,2023,2,76447.73,1154,Farasan,JZBU
فرسان,RES,2023,3,80111.06,1333,Farasan,JZBU
فرسان,RES,2023,4,74281.55,1234,Farasan,JZBU
فرسان,RES,2023,5,103677.25,1373,Farasan,JZBU
فرسان,RES,2023,6,92653.37,1345,Farasan,JZBU
فرسان,RES,2023,7,88328.77,1269,Farasan,JZBU
فرسان,RES,2023,8,223647.77,1451,Farasan,JZBU
فرسان,RES,2023,9,162371.73,1361,Farasan,JZBU
فرسان,RES,2023,10,120816.00,1393,Farasan,JZBU
فرسان,RES,2023,11,100310.93,1386,Farasan,JZBU
فرسان,RES,2023,12,97742.19,1400,Farasan,JZBU
فرسان,TANKER,2023,1,45039.27,1,Farasan,JZBU
فرسان,TANKER,2023,2,44421.68,1,Farasan,JZBU
فرسان,TANKER,2023,3,45890.97,1,Farasan,JZBU
فرسان,TANKER,2023,4,44797.08,1,Farasan,JZBU
فرسان,TANKER,2023,5,53180.89,1,Farasan,JZBU
فرسان,TANKER,2023,6,46625.61,1,Farasan,JZBU
فرسان,TANKER,2023,7,49253.37,1,Farasan,JZBU
فرسان,TANKER,2023,8,49592.44,1,Farasan,JZBU
فرسان,TANKER,2023,9,51416.94,1,Farasan,JZBU
فرسان,TANKER,2023,10,53427.11,1,Farasan,JZBU
فرسان,TANKER,2023,11,57047.85,1,Farasan,JZBU
فرسان,TANKER,2023,12,49515.75,1,Farasan,JZBU
قلوه,COM,2023,1,4562.72,5,Qilwah,BA
قلوه,COM,2023,2,336.99,3,Qilwah,BA
قلوه,COM,2023,3,615.31,2,Qilwah,BA
قلوه,COM,2023,4,501.75,2,Qilwah,BA
قلوه,COM,2023,5,11005.51,5,Qilwah,BA
قلوه,COM,2023,6,143.58,2,Qilwah,BA
قلوه,COM,2023,7,514.11,3,Qilwah,BA
قلوه,COM,2023,8,4546.36,4,Qilwah,BA
قلوه,COM,2023,9,10802.97,15,Qilwah,BA
قلوه,COM,2023,10,6006.56,7,Qilwah,BA
قلوه,COM,2023,11,29.66,2,Qilwah,BA
قلوه,COM,2023,12,12520.84,8,Qilwah,BA
قلوه,GOVT,2023,1,100392.46,634,Qilwah,BA
قلوه,GOVT,2023,2,33228.72,61,Qilwah,BA
قلوه,GOVT,2023,3,9720.70,77,Qilwah,BA
قلوه,GOVT,2023,4,48096.62,78,Qilwah,BA
قلوه,GOVT,2023,5,13869.27,92,Qilwah,BA
قلوه,GOVT,2023,7,28285.66,114,Qilwah,BA
قلوه,GOVT,2023,10,7339.18,51,Qilwah,BA
قلوه,GOVT,2023,11,10717.96,44,Qilwah,BA
قلوه,GOVT,2023,12,32406.74,154,Qilwah,BA
قلوه,RES,2023,1,78345.02,889,Qilwah,BA
قلوه,RES,2023,2,75335.98,890,Qilwah,BA
قلوه,RES,2023,3,60138.55,938,Qilwah,BA
قلوه,RES,2023,4,73420.29,942,Qilwah,BA
قلوه,RES,2023,5,67139.91,969,Qilwah,BA
قلوه,RES,2023,6,68486.11,958,Qilwah,BA
قلوه,RES,2023,7,68485.29,936,Qilwah,BA
قلوه,RES,2023,8,104804.97,1013,Qilwah,BA
قلوه,RES,2023,9,95651.00,981,Qilwah,BA
قلوه,RES,2023,10,99818.61,1054,Qilwah,BA
قلوه,RES,2023,11,89042.73,1041,Qilwah,BA
قلوه,RES,2023,12,105812.17,1104,Qilwah,BA
محايل,COM,2023,5,2902.23,1,Mahayel,AS
محايل,COM,2023,6,847.07,1,Mahayel,AS
محايل,COM,2023,7,4027.02,2,Mahayel,AS
محايل,COM,2023,8,138.86,1,Mahayel,AS
محايل,COM,2023,9,425.86,3,Mahayel,AS
محايل,COM,2023,10,4448.24,2,Mahayel,AS
محايل,COM,2023,11,4878.74,4,Mahayel,AS
محايل,COM,2023,12,416.58,3,Mahayel,AS
محايل,GOVT,2023,12,16490.44,7,Mahayel,AS
محايل,RES,2023,1,36026.80,6,Mahayel,AS
محايل,RES,2023,2,7298.58,4,Mahayel,AS
محايل,RES,2023,3,91749.62,10,Mahayel,AS
محايل,RES,2023,4,23346.37,7,Mahayel,AS
محايل,RES,2023,5,43319.22,19,Mahayel,AS
محايل,RES,2023,6,33329.01,21,Mahayel,AS
محايل,RES,2023,7,25372.02,25,Mahayel,AS
محايل,RES,2023,8,19155.94,34,Mahayel,AS
محايل,RES,2023,9,13892.25,29,Mahayel,AS
محايل,RES,2023,10,53665.14,45,Mahayel,AS
محايل,RES,2023,11,24814.13,41,Mahayel,AS
محايل,RES,2023,12,17590.62,40,Mahayel,AS
محايل,TANKER,2023,1,149280.33,1,Mahayel,AS
محايل,TANKER,2023,2,34413.34,1,Mahayel,AS
محايل,TANKER,2023,3,25293.95,1,Mahayel,AS
محايل,TANKER,2023,4,24436.97,1,Mahayel,AS
محايل,TANKER,2023,6,49619.14,1,Mahayel,AS
محايل,TANKER,2023,7,41310.16,1,Mahayel,AS
محايل,TANKER,2023,9,20025.39,1,Mahayel,AS
محايل,TANKER,2023,10,22370.90,1,Mahayel,AS
محايل,TANKER,2023,11,22872.05,1,Mahayel,AS
محايل,TANKER,2023,12,24636.31,1,Mahayel,AS
مدينة سلطان,RES,2023,1,21927.90,10,Madinat Sultan,AS
مدينة سلطان,RES,2023,2,30600.59,12,Madinat Sultan,AS
مدينة سلطان,RES,2023,3,34181.68,15,Madinat Sultan,AS
مدينة سلطان,RES,2023,4,30119.44,17,Madinat Sultan,AS
مدينة سلطان,RES,2023,5,40610.22,21,Madinat Sultan,AS
مدينة سلطان,RES,2023,6,37725.23,28,Madinat Sultan,AS
مدينة سلطان,RES,2023,7,45612.20,24,Madinat Sultan,AS
مدينة سلطان,RES,2023,8,93634.34,33,Madinat Sultan,AS
مدينة سلطان,RES,2023,9,74678.97,34,Madinat Sultan,AS
مدينة سلطان,RES,2023,10,71046.46,46,Madinat Sultan,AS
مدينة سلطان,RES,2023,11,69334.49,45,Madinat Sultan,AS
مدينة سلطان,RES,2023,12,62695.14,50,Madinat Sultan,AS
نجران الفرع الرئيسي,COM,2023,1,25863.07,253,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,2,94677.21,203,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,3,29103.72,232,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,4,25861.57,213,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,5,33593.76,226,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,6,23454.66,232,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,7,140128.52,267,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,8,37304.12,249,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,9,36206.67,222,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,10,94426.03,315,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,11,79487.65,239,Najran Main Branch,NJ
نجران الفرع الرئيسي,COM,2023,12,61903.84,259,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,1,814123.80,988,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,2,165.31,2,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,3,41041.94,179,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,4,1692.03,4,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,5,45274.17,42,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,6,937471.81,174,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,7,324891.95,262,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,8,537955.26,370,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,9,176052.01,185,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,10,1282756.80,88,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,11,705878.64,462,Najran Main Branch,NJ
نجران الفرع الرئيسي,GOVT,2023,12,4795075.13,1538,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,1,1326610.85,17874,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,2,1145399.62,16490,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,3,1130168.76,18281,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,4,936055.62,17489,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,5,1217519.84,18632,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,6,1193401.67,18538,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,7,1260737.06,18200,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,8,1404125.16,18815,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,9,1316334.93,18159,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,10,1498580.74,19171,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,11,1438640.64,18798,Najran Main Branch,NJ
نجران الفرع الرئيسي,RES,2023,12,1579654.00,18301,Najran Main Branch,NJ
نجران الفرع الرئيسي,TANKER,2023,12,677737.58,5,Najran Main Branch,NJ
يدمه,GOVT,2023,1,273.41,12,Yadamah,NJ
يدمه,GOVT,2023,3,23.89,2,Yadamah,NJ
يدمه,GOVT,2023,8,12.99,2,Yadamah,NJ
يدمه,GOVT,2023,9,11.90,2,Yadamah,NJ
يدمه,GOVT,2023,11,29.17,5,Yadamah,NJ
يدمه,GOVT,2023,12,46.85,8,Yadamah,NJ
يدمه,RES,2023,1,401.21,18,Yadamah,NJ
يدمه,RES,2023,2,425.15,18,Yadamah,NJ
يدمه,RES,2023,3,2682.72,18,Yadamah,NJ
يدمه,RES,2023,4,452.46,16,Yadamah,NJ
يدمه,RES,2023,5,551.05,15,Yadamah,NJ
يدمه,RES,2023,6,279.90,15,Yadamah,NJ
يدمه,RES,2023,7,1434.85,22,Yadamah,NJ
يدمه,RES,2023,8,634.94,17,Yadamah,NJ
يدمه,RES,2023,9,405.69,15,Yadamah,NJ
يدمه,RES,2023,10,6117.24,22,Yadamah,NJ
يدمه,RES,2023,11,2881.31,32,Yadamah,NJ
يدمه,RES,2023,12,1654.57,19,Yadamah,NJ
يدمه,TANKER,2023,10,698.17,3,Yadamah,NJ
يدمه,TANKER,2023,11,212690.20,3,Yadamah,NJ
يدمه,TANKER,2023,12,383171.94,3,Yadamah,NJ
أبها الفرع الرئيسي,COM,2024,1,711336.12,240,Abhaa Main Branch,AS
أبها الفرع الرئيسي,COM,2024,2,797685.91,238,Abhaa Main Branch,AS
أبها الفرع الرئيسي,COM,2024,3,626439.10,266,Abhaa Main Branch,AS
أبها الفرع الرئيسي,COM,2024,4,686698.64,241,Abhaa Main Branch,AS
أبها الفرع الرئيسي,COM,2024,5,709525.61,199,Abhaa Main Branch,AS
أبها الفرع الرئيسي,GOVT,2024,1,2849.10,3,Abhaa Main Branch,AS
أبها الفرع الرئيسي,GOVT,2024,2,300546.98,51,Abhaa Main Branch,AS
أبها الفرع الرئيسي,GOVT,2024,3,6541819.78,289,Abhaa Main Branch,AS
أبها الفرع الرئيسي,GOVT,2024,4,1573546.10,158,Abhaa Main Branch,AS
أبها الفرع الرئيسي,GOVT,2024,5,932747.02,156,Abhaa Main Branch,AS
أبها الفرع الرئيسي,RES,2024,1,3543171.12,20390,Abhaa Main Branch,AS
أبها الفرع الرئيسي,RES,2024,2,2827683.37,20010,Abhaa Main Branch,AS
أبها الفرع الرئيسي,RES,2024,3,3224998.77,21327,Abhaa Main Branch,AS
أبها الفرع الرئيسي,RES,2024,4,2758220.25,20830,Abhaa Main Branch,AS
أبها الفرع الرئيسي,RES,2024,5,2623711.96,12496,Abhaa Main Branch,AS
أبها الفرع الرئيسي,TANKER,2024,1,17816157.97,62,Abhaa Main Branch,AS
أبها الفرع الرئيسي,TANKER,2024,2,10279384.17,63,Abhaa Main Branch,AS
أبها الفرع الرئيسي,TANKER,2024,3,9559961.22,63,Abhaa Main Branch,AS
أبها الفرع الرئيسي,TANKER,2024,4,9970361.77,63,Abhaa Main Branch,AS
أبها الفرع الرئيسي,TANKER,2024,5,9969924.70,63,Abhaa Main Branch,AS
أبو عريش,COM,2024,1,17337.20,66,Abu Arish,JZBU
أبو عريش,COM,2024,2,15038.55,63,Abu Arish,JZBU
أبو عريش,COM,2024,3,17800.11,70,Abu Arish,JZBU
أبو عريش,COM,2024,4,25330.50,72,Abu Arish,JZBU
أبو عريش,COM,2024,5,24784.51,63,Abu Arish,JZBU
أبو عريش,GOVT,2024,2,42800.92,6,Abu Arish,JZBU
أبو عريش,GOVT,2024,3,21229.67,36,Abu Arish,JZBU
أبو عريش,GOVT,2024,4,13592.85,6,Abu Arish,JZBU
أبو عريش,GOVT,2024,5,337327.12,85,Abu Arish,JZBU
أبو عريش,RES,2024,1,567419.76,5286,Abu Arish,JZBU
أبو عريش,RES,2024,2,505012.14,5338,Abu Arish,JZBU
أبو عريش,RES,2024,3,548446.85,5611,Abu Arish,JZBU
أبو عريش,RES,2024,4,491497.25,5497,Abu Arish,JZBU
أبو عريش,RES,2024,5,384521.69,2996,Abu Arish,JZBU
أبو عريش,TANKER,2024,1,40550.68,1,Abu Arish,JZBU
أبو عريش,TANKER,2024,2,40849.38,1,Abu Arish,JZBU
أبو عريش,TANKER,2024,3,61471.86,2,Abu Arish,JZBU
أبو عريش,TANKER,2024,4,23269.38,1,Abu Arish,JZBU
أحد رفيدة,COM,2024,1,79845.96,70,Ahad Rafidah,AS
أحد رفيدة,COM,2024,2,24932.15,69,Ahad Rafidah,AS
أحد رفيدة,COM,2024,3,32025.48,70,Ahad Rafidah,AS
أحد رفيدة,COM,2024,4,47596.08,64,Ahad Rafidah,AS
أحد رفيدة,COM,2024,5,33168.99,61,Ahad Rafidah,AS
أحد رفيدة,GOVT,2024,2,2162.15,4,Ahad Rafidah,AS
أحد رفيدة,GOVT,2024,3,217078.17,32,Ahad Rafidah,AS
أحد رفيدة,GOVT,2024,4,163166.49,52,Ahad Rafidah,AS
أحد رفيدة,GOVT,2024,5,37407.28,40,Ahad Rafidah,AS
أحد رفيدة,RES,2024,1,600535.92,3796,Ahad Rafidah,AS
أحد رفيدة,RES,2024,2,620978.37,3787,Ahad Rafidah,AS
أحد رفيدة,RES,2024,3,439895.56,3959,Ahad Rafidah,AS
أحد رفيدة,RES,2024,4,461919.91,3937,Ahad Rafidah,AS
أحد رفيدة,RES,2024,5,380178.63,2571,Ahad Rafidah,AS
الباحة الفرع الرئيسي,COM,2024,1,47967.17,51,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,COM,2024,2,56116.84,66,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,COM,2024,3,52223.58,54,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,COM,2024,4,73565.72,54,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,COM,2024,5,80034.49,39,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,GOVT,2024,1,10908.72,28,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,GOVT,2024,2,32304.34,87,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,GOVT,2024,3,75285.36,120,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,GOVT,2024,4,64982.11,91,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,GOVT,2024,5,8095824.73,68,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,RES,2024,1,481134.13,7141,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,RES,2024,2,433147.46,7076,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,RES,2024,3,423177.25,7375,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,RES,2024,4,380999.46,7239,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,RES,2024,5,425649.95,4921,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,TANKER,2024,1,199594.00,7,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,TANKER,2024,2,219079.60,7,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,TANKER,2024,3,205839.80,7,Bahaa Main Branch,BA
الباحة الفرع الرئيسي,TANKER,2024,4,395547.10,14,Bahaa Main Branch,BA
البرك,COM,2024,1,18329.14,12,Al Barak,AS
البرك,COM,2024,2,7289.11,12,Al Barak,AS
البرك,COM,2024,3,25704.97,10,Al Barak,AS
البرك,COM,2024,4,3053.88,11,Al Barak,AS
البرك,COM,2024,5,1458.76,8,Al Barak,AS
البرك,GOVT,2024,2,3030.15,4,Al Barak,AS
البرك,GOVT,2024,3,5573.22,8,Al Barak,AS
البرك,GOVT,2024,4,12348.77,9,Al Barak,AS
البرك,GOVT,2024,5,3709.85,8,Al Barak,AS
البرك,RES,2024,1,28142.21,416,Al Barak,AS
البرك,RES,2024,2,57771.92,419,Al Barak,AS
البرك,RES,2024,3,30311.00,412,Al Barak,AS
البرك,RES,2024,4,32539.37,410,Al Barak,AS
البرك,RES,2024,5,47075.19,238,Al Barak,AS
الحجره,COM,2024,1,5.96,1,Al Hajra,BA
الحجره,COM,2024,2,107.88,2,Al Hajra,BA
الحجره,COM,2024,4,2326.27,4,Al Hajra,BA
الحجره,COM,2024,5,17.85,1,Al Hajra,BA
الحجره,GOVT,2024,1,11.50,1,Al Hajra,BA
الحجره,GOVT,2024,3,14386.71,22,Al Hajra,BA
الحجره,GOVT,2024,4,3432.29,7,Al Hajra,BA
الحجره,GOVT,2024,5,27608.11,19,Al Hajra,BA
الحجره,RES,2024,1,28030.59,207,Al Hajra,BA
الحجره,RES,2024,2,31958.07,211,Al Hajra,BA
الحجره,RES,2024,3,21336.40,214,Al Hajra,BA
الحجره,RES,2024,4,23638.99,202,Al Hajra,BA
الحجره,RES,2024,5,12279.97,110,Al Hajra,BA
الدرب,COM,2024,1,6434.53,27,Ad Darb,JZBU
الدرب,COM,2024,2,6563.12,28,Ad Darb,JZBU
الدرب,COM,2024,3,6655.08,26,Ad Darb,JZBU
الدرب,COM,2024,4,2504.77,26,Ad Darb,JZBU
الدرب,COM,2024,5,6282.98,23,Ad Darb,JZBU
